"path","tracked","untracked","ignored","exists","size_bytes","category","generated","operational","required_for_package","required_for_tests","required_for_documentation","previous_decision","verified_decision","evidence","notes"
"artifacts/h24-final/library/oceancube/examples/cube_mask.R",FALSE,FALSE,TRUE,TRUE,6852,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/examples/cube_slice.R",FALSE,FALSE,TRUE,TRUE,6283,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/examples/cube_transect.R",FALSE,FALSE,TRUE,TRUE,7793,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/examples/noncontiguous_collect.R",FALSE,FALSE,TRUE,TRUE,3913,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/examples/ocean_cube_contract.R",FALSE,FALSE,TRUE,TRUE,4027,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/examples/refactor_coast_dist_backend.R",FALSE,FALSE,TRUE,TRUE,4008,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/examples/refactor_layer_annual_backend.R",FALSE,FALSE,TRUE,TRUE,3656,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/examples/refactor_link_events_backend.R",FALSE,FALSE,TRUE,TRUE,5629,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/examples/refactor_temporal_backend.R",FALSE,FALSE,TRUE,TRUE,4304,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/help/aliases.rds",FALSE,FALSE,TRUE,TRUE,309,"rds",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/help/AnIndex",FALSE,FALSE,TRUE,TRUE,675,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/help/oceancube.rdb",FALSE,FALSE,TRUE,TRUE,67839,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/help/oceancube.rdx",FALSE,FALSE,TRUE,TRUE,765,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/help/paths.rds",FALSE,FALSE,TRUE,TRUE,425,"rds",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/html/00Index.html",FALSE,FALSE,TRUE,TRUE,4858,"rendered-document",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rendered-document; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/html/R.css",FALSE,FALSE,TRUE,TRUE,1735,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/INDEX",FALSE,FALSE,TRUE,TRUE,2119,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/LICENSE",FALSE,FALSE,TRUE,TRUE,1082,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/Meta/features.rds",FALSE,FALSE,TRUE,TRUE,122,"rds",TRUE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/Meta/hsearch.rds",FALSE,FALSE,TRUE,TRUE,1114,"rds",TRUE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/Meta/links.rds",FALSE,FALSE,TRUE,TRUE,474,"rds",TRUE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/Meta/nsInfo.rds",FALSE,FALSE,TRUE,TRUE,450,"rds",TRUE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/Meta/package.rds",FALSE,FALSE,TRUE,TRUE,1186,"rds",TRUE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/Meta/Rd.rds",FALSE,FALSE,TRUE,TRUE,1225,"rds",TRUE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/Meta/vignette.rds",FALSE,FALSE,TRUE,TRUE,342,"rds",TRUE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/NAMESPACE",FALSE,FALSE,TRUE,TRUE,696,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/NEWS.md",FALSE,FALSE,TRUE,TRUE,1673,"operational-output",TRUE,TRUE,FALSE,FALSE,TRUE,"ignore","retain","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/R/oceancube",FALSE,FALSE,TRUE,TRUE,1058,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/R/oceancube.rdb",FALSE,FALSE,TRUE,TRUE,316407,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/library/oceancube/R/oceancube.rdx",FALSE,FALSE,TRUE,TRUE,3055,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds",FALSE,FALSE,TRUE,TRUE,342,"rds",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-final/oceancube.Rcheck/00_pkg_src/oceancube/CODE_OF_CONDUCT.md",FALSE,FALSE,TRUE,TRUE,93,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
